Gadofosveset trisodium	HSA																																																	
Methyltestosterone	HSA	ABP2																																																
Fospropofol	HSA																																																	
Beta carotene	CAMRQ1	RBP32	CRABP-II2	RBP52	RBP42	CRABP-I2																																												
Mangafodipir	HSA	A2MD																																																
3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid	ATTR																																																	
2-(2,6-DICHLOROPHENYL)-1,3-BENZOXAZOLE-6-CARBOXYLIC ACID	ATTR																																																	
2',6'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID	ATTR																																																	
2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid	RBP42																																																	
2',4'-DICHLORO-4-HYDROXY-1,1'-BIPHENYL-3-CARBOXYLIC ACID	ATTR																																																	
1-Naphthylamine-5-sulfonic acid	ATTR																																																	
(2S)-3-[(9H-fluoren-9-ylideneamino)oxy]-2-methylpropanoic acid	ATTR																																																	
3-[(9H-fluoren-9-ylideneamino)oxy]propanoic acid	ATTR																																																	
3-({[(1Z)-(2-methoxyphenyl)methylidene]amino}oxy)propanoic acid	ATTR																																																	
9-benzyl-2,3,4,9-tetrahydro-1H-carbazole-8-carboxylic acid	A-FABP																																																	
Azapropazone	HSA																																																	
3-CARBOXY-4-METHYL-5-PROPYL-2-FURANPROPIONIC	HSA																																																	
Chloramphenicol succinate	HSA																																																	
N-(3,5-dibromo-4-hydroxyphenyl)-2,6-dimethylbenzamide	ATTR																																																	
2,5-dichloro-N-(3,5-dibromo-4-hydroxyphenyl)benzamide	ATTR																																																	
N-(3,5-dibromo-4-hydroxyphenyl)-4-hydroxy-3,5-dimethylbenzamide	ATTR																																																	
3',5'-DIFLUOROBIPHENYL-4-CARBOXYLIC ACID	ATTR																																																	
3',5'-DIBROMO-2',4,4',6'-TETRAHYDROXY AURONE	ATTR																																																	
5-(3-carbamoylbenzyl)-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-4-carboxylic acid	A-FABP																																																	
METHYL N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINATE	ATTR																																																	
N-[(2',4'-DIFLUORO-4-HYDROXY-5-IODOBIPHENYL-3-YL)CARBONYL]-BETA-ALANINE	ATTR																																																	
Indoxyl sulfate	HSA																																																	
2,6-dimethyl-4-[(E)-2-phenylethenyl]phenol	ATTR																																																	
2,6-dibromo-4-[(E)-2-phenylethenyl]phenol	ATTR																																																	
3,5-dibromobiphenyl-4-ol	ATTR																																																	
2,6-dibromo-4-phenoxyphenol	ATTR																																																	
N-(3,5-dibromo-4-hydroxyphenyl)benzamide	ATTR																																																	
1,3,3-trimethyl-2-[(1E,3E)-3-methylpenta-1,3-dien-1-yl]cyclohexene	CRABP-II1																																																	
4-(1,3-BENZOXAZOL-2-YL)-2,6-DIMETHYLPHENOL	ATTR																																																	
4-(1,3-BENZOXAZOL-2-YL)-2,6-DIBROMOPHENOL	ATTR																																																	
2-(3,5-DIMETHYLPHENYL)-1,3-BENZOXAZOLE	ATTR																																																	
Myristic acid	HSA	FABPI	G3a																																															
Ro 12-7310	CRABP-II1																																																	
6-(2,3,4,5,6,7-HEXAHYDRO-2,4,4-TRIMETHYL-1-METYLENEINDEN-2-YL)-3-METHYLHEXA-2,4-DIENOIC ACID	CRABP-II1																																																	
(R)-warfarin	HSA																																																	
(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	A-FABP																																																	
R,S-Warfarin alcohol	HSA																																																	
S,R-Warfarin alcohol	HSA																																																	
Triflusal	HSA																																																	
Ticagrelor	HSA																																																	
Ivacaftor	HSA	AGP12																																																
Vismodegib	HSA	AGP12																																																
Pitavastatin	HSA	AGP12																																																
Rilpivirine	HSA																																																	
Ulipristal	HSA	AGP12																																																
Vemurafenib	HSA	AGP12																																																
Asparaginase Erwinia chrysanthemi	TBG																																																	
Mirabegron	HSA	AGP12																																																
Tofacitinib	HSA																																																	
Enzalutamide	HSA	TBG																																																
Fluticasone furoate	ABC20	CBG1	LST-12																																															
Canagliflozin	AGP12																																																	
Riociguat	HSA	AGP12																																																
Macitentan	HSA																																																	
Etofenamate	TBG																																																	
Ibrutinib	HSA	AGP-B	AGP12																																															
Palbociclib	HSA																																																	
Nintedanib	HSA																																																	
Potassium alum	HSA																																																	
Chlortetracycline	HSA																																																	
Thyroid, porcine	ATTR	HSA	TBG																																															
Medrogestone	HSA	CBG1	ABP2																																															
Copper	MT12	MT14	A2MD	CCS	AHF	MT-4	MT16	MTF12	CP-2	GIF3	MT13	MT15	FVL	MT-1A	ATX11	HSA	MT110	MT18	CPL	MT1P2	COX17	CXCDC2	MT-2																											
Technetium Tc-99m oxidronate	HSA																																																	
Oxygen	CD113t-C	ECYT72																																																
Technetium Tc-99m tetrofosmin	ABC20																																																	
Lorpiprazole	HSA																																																	
Arotinolol	HSA	AGP12																																																
Dexibuprofen	HSA																																																	
Blonanserin	HSA																																																	
Aranidipine	HSA	AGP12																																																
Lacidipine	HSA	AGP12																																																
Levamlodipine	HSA																																																	
Methylene blue	HSA																																																	
Tegafur	TBG																																																	
Imidafenacin	HSA	AGP-B	AGP12																																															
Ubidecarenone	FH3	CAMRQ1																																																
Artesunate	HSA																																																	
Lumacaftor	HSA																																																	
Tenofovir alafenamide	HSA																																																	
Synthetic Conjugated Estrogens, A	TBG																																																	
Synthetic Conjugated Estrogens, B	TBG																																																	
Antihemophilic Factor (Recombinant), PEGylated	F8VWF																																																	
Iopodic acid	HSA																																																	
Tipiracil	Oct.22	MATE1																																																
Acetrizoic acid	HSA																																																	
Propiolactone	HSA																																																	
Esterified estrogens	TBG																																																	
Meprednisone	HSA																																																	
Potassium perchlorate	HSA																																																	
Rubidium Rb-82	FHM2	ATP1G1	ATP1A12	ATP1A13	ATP1B	AMOG	CMT2DD	ATPB-3																																										
Hydroquinone	HSA																																																	
Dexchlorpheniramine maleate	Oct.12	Oct.22																																																
Insulin degludec	HSA																																																	
Omega-3-carboxylic acids	PBP2	PC-TP																																																
Calcium citrate	HSA	CABP1	CALB																																															
Allantoin	TBG																																																	
Opium	HSA	IMD43																																																
Cupric oxide	HSA	CP-2																																																
Chromium	TF2																																																	
Butamben	HSA	AGP12																																																
Rose bengal	HSA	GIG12	TF2																																															
Arbutin	HSA																																																	
Tocopherol	FH3	CAMRQ1																																																
Calcium Phosphate	HSA	CABP1	CALB																																															
Dichlorvos	HSA																																																	
Grazoprevir	HSA	AGP12																																																
Thimerosal	HSA																																																	
Delamanid	HSA	AGP12																																																
Vinflunine	HSA	AGP-B	AGP12																																															
Pitolisant	HSA	AGP12																																																
Selumetinib	HSA	AGP-B	AGP12																																															
Acalabrutinib	HSA	AGP-B	AGP12																																															
Rifamycin	HSA																																																	
Istradefylline	HSA	AGP-B	AGP12																																															
Ertugliflozin	HSA																																																	
Neratinib	HSA	AGP-B	AGP12																																															
Revefenacin	HSA																																																	
Delafloxacin	HSA																																																	
Dacomitinib	HSA																																																	
Glasdegib	HSA																																																	
Abemaciclib	HSA	AGP-B	AGP12																																															
Gilteritinib	HSA																																																	
Liothyronine I-131	TBG																																																	
Omadacycline	HSA																																																	
Favipiravir	HSA	AGP-B	AGP12																																															
Copanlisib	HSA																																																	
Lurbinectedin	HSA	AGP12																																																
Grapiprant	HSA																																																	
Darolutamide	HSA																																																	
Pexidartinib	HSA	AGP12																																																
Hypericin	HSA																																																	
Neocitrullamon	TBG																																																	
Edoxudine	HSA																																																	
Glycyrrhizic acid	DD31	HSA	DD2	CDR3																																														
Fluticasone	ABC20	CBG1	LST-12																																															
Bismuth subgallate	HSA																																																	
Semaglutide	HSA																																																	
Testosterone cypionate	HSA	ABP2																																																
Testosterone enanthate	HSA	ABP2																																																
Testosterone undecanoate	HSA	ABP2																																																
Ferric cation	CRT2	TF2	BDPLT162																																															
Stanolone acetate	ABP2																																																	
Estradiol acetate	HSA	ABP2	FABPI																																															
Estradiol benzoate	HSA	ABP2	FABPI																																															
Estradiol cypionate	HSA	ABP2	FABPI																																															
Estradiol dienanthate	HSA	ABP2	FABPI																																															
Estradiol valerate	HSA	ABP2	FABPI																																															
alpha-Tocopherol succinate	ATTP1																																																	
D-alpha-Tocopherol acetate	ATTP1																																																	
alpha-Tocopherol acetate	FH3	CAMRQ1																																																
Pentetic acid	PI2																																																	
Tenofovir	HSA																																																	
Aripiprazole lauroxil	HSA																																																	
Calcium phosphate dihydrate	HSA	CABP1	CALB																																															
Magnesium	HSA																																																	
Aluminium phosphate	HSA																																																	
Aluminum acetate	HSA																																																	
Tetraferric tricitrate decahydrate	CRT2	TF2	BDPLT162																																															
Chromic citrate	TF2																																																	
Chromic nitrate	TF2																																																	
Chromium gluconate	TF2																																																	
Chromium nicotinate	TF2																																																	
Chromous sulfate	TF2																																																	
Zinc chloride	HSA																																																	
Hydrocortisone aceponate	CBG1	ABP2																																																
Hydrocortisone acetate	CBG1	ABP2																																																
Hydrocortisone butyrate	CBG1	ABP2																																																
Hydrocortisone cypionate	CBG1	ABP2																																																
Hydrocortisone phosphate	CBG1	ABP2																																																
Hydrocortisone probutate	CBG1	ABP2																																																
Hydrocortisone valerate	CBG1	ABP2																																																
Zinc sulfate, unspecified form	HSA																																																	
Patisiran	HSA	AGP-B	AGP12																																															
Prednisolone phosphate	HSA	CBG1																																																
Dexamethasone acetate	HSA																																																	
Betamethasone phosphate	HSA	CBG1																																																
Turoctocog alfa pegol	F8VWF																																																	
Ripretinib	HSA	AGP-B	AGP12																																															
Cefiderocol	HSA																																																	
Human interferon beta	HSA																																																	
Elexacaftor	HSA																																																	
Colchiceine	HSA																																																	
Prednisolone acetate	HSA	CBG1																																																
Fluoroestradiol F-18	HSA	ABP2																																																
Bivalirudin	MPO																																																	
Peginterferon alfa-2a	CP12																																																	
Interferon alfa-n1	CP12																																																	
Urokinase	MME2																																																	
Interferon alfa-n3	CP12																																																	
Pegfilgrastim	ELA2																																																	
Peginterferon alfa-2b	CP12	CYP2D2	CYP2C2																																															
Antihemophilic factor, human recombinant	APC2	PT																																																
Insulin human	CP12	INSULYSIN	PC23	PC32																																														
Interferon gamma-1b	CP12																																																	
Interferon alfa-2a, Recombinant	CP12																																																	
Desmopressin	COX22	COX12																																																
Aldesleukin	XAN1	PLA2G4	CP33	CPE1	COX22																																													
Insulin lispro	CP12																																																	
Insulin glargine	CP12																																																	
Interferon beta-1a	CP12																																																	
Interferon beta-1b	CP12																																																	
Interferon alfacon-1	CP12																																																	
Insulin pork	CP12																																																	
Pegvisomant	CYP2C3	BCHED	CP33	CP271	CP4Y	GS2																																												
Streptokinase	PLA2G4																																																	
Cyclosporine	CPCJ	CYP2D2	CP35	CP33																																														
Interferon alfa-2b	CP12																																																	
Oxytocin	PEP2																																																	
Enfuvirtide	CPCJ	CPE1																																																
Cyanocobalamin	ATR3																																																	
Ademetionine	CPE1	PAPT1																																																
Biotin	ASGD6																																																	
Choline	CHDH	CEPT1	CHOACTASE	CK2	CHK1																																													
Spermine	XAN1	DC21	SAT22																																															
Aspartic acid	CDG1Z																																																	
L-Glutamine	ASNSD	HSPC199	TGM62	F13A	GFAT2	TGMZ	FGAMS	TGP	ARCI1	AAD20	GA2	TG(C)	QARS2	CDG1Z	CCBL1	NADSYN1	PSS21	GATD7	TGE																															
Adenosine phosphate	MAD1	AMP1																																																
Methionine	MTHFR	MAT-II	COXPD25	HSPC270	PMSR	BHMT2	MAT2	MATA2	CBS-1	MRS2	GS2																																							
Succinic acid	GRCB	FP2	LEPREL1	LH3	GROS1	OXCT	P4HA	AAH	MYP25	CYB5601	G-SCS																																							
Riboflavin	BRNRS	MTHFR																																																
Glutathione	GST22	GST-epsilon																																																
Glycine	E32	GCE2	GCE3	GCE1																																														
Calcifediol	CP24	CYP12																																																
Tryptophan	TPRH	NEMMLAS	TPH22	AADC	IDO	GAMMA-2	TDO2																																											
NADH	XAN1	ADH2	ADH1	ADH-5	ADH-3	ADH42	ALDR12	AO	ADH-2																																									
Folic acid	MTHFR	GH2	DHFRP11																																															
Valine	G7A	PCCB	BCATC																																															
Lipoic acid	CPR																																																	
Menadione	XAN1	CPA61	MTHFR	CP12	AHH1	AO																																												
ATP	AK																																																	
Proline	HSPOX2																																																	
Adenine	UGT18																																																	
Fluvoxamine	CYP2D2	CYP3A43	CPCJ	CP35	CP33	CP12	CPB6	AHH1	CYP2C2	CYPIIIA72																																								
Valsartan	CYP2C2																																																	
Ramipril	BCHED																																																	
Masoprocol	5-LO																																																	
Amphetamine	CPA61	CYP2D2																																																
